36.27117541,-115.00764474
36.27118689,-115.00762760
36.27119837,-115.00761045
36.27120985,-115.00759331
36.27122133,-115.00757617
36.27123282,-115.00755903
36.27124430,-115.00754190
36.27125579,-115.00752477
36.27126729,-115.00750764
36.27127879,-115.00749052
36.27129029,-115.00747340
36.27130180,-115.00745629
36.27131332,-115.00743919
36.27132485,-115.00742209
36.27133638,-115.00740500
36.27134792,-115.00738792
36.27135947,-115.00737086
36.27137104,-115.00735380
36.27138261,-115.00733675
36.27139420,-115.00731972
36.27140580,-115.00730270
36.27141741,-115.00728570
36.27142904,-115.00726871
36.27144068,-115.00725174
36.27145235,-115.00723478
36.27146402,-115.00721785
36.27147572,-115.00720093
36.27148744,-115.00718404
36.27149918,-115.00716716
36.27151094,-115.00715031
36.27152272,-115.00713348
36.27153452,-115.00711668
36.27154635,-115.00709990
36.27155820,-115.00708315
36.27157008,-115.00706642
36.27158198,-115.00704973
36.27159391,-115.00703306
36.27160587,-115.00701643
36.27161786,-115.00699983
36.27162988,-115.00698326
36.27164193,-115.00696672
36.27165401,-115.00695022
36.27166612,-115.00693375
36.27167827,-115.00691733
36.27169045,-115.00690094
36.27170267,-115.00688459
36.27171492,-115.00686829
36.27172721,-115.00685202
36.27173953,-115.00683580
36.27175190,-115.00681963
36.27176431,-115.00680350
36.27177675,-115.00678742
36.27178924,-115.00677138
36.27180177,-115.00675540
36.27181434,-115.00673947
36.27182696,-115.00672359
36.27183962,-115.00670777
36.27185232,-115.00669200
36.27186508,-115.00667629
36.27187788,-115.00666064
36.27189072,-115.00664505
36.27190362,-115.00662952
36.27191657,-115.00661405
36.27192956,-115.00659864
36.27194261,-115.00658331
36.27195571,-115.00656804
36.27196886,-115.00655283
36.27198206,-115.00653770
36.27199532,-115.00652264
36.27200863,-115.00650765
36.27202200,-115.00649274
36.27203542,-115.00647791
36.27204890,-115.00646315
36.27206243,-115.00644847
36.27207603,-115.00643388
36.27208968,-115.00641936
36.27210339,-115.00640493
36.27211715,-115.00639059
36.27213098,-115.00637633
36.27214487,-115.00636216
36.27215882,-115.00634808
36.27217282,-115.00633410
36.27218689,-115.00632021
36.27220102,-115.00630641
36.27221522,-115.00629271
36.27222947,-115.00627911
36.27224379,-115.00626561
36.27225817,-115.00625222
36.27227261,-115.00623892
36.27228711,-115.00622573
36.27230168,-115.00621265
36.27231632,-115.00619968
36.27233101,-115.00618681
